image_idx,label,pred,result,l1_cycles,l2_cycles,total_cycles
2083,3,3,1,3178,86,3264
2084,4,4,1,3178,86,3264
2085,2,2,1,3178,86,3264
2086,3,3,1,3178,86,3264
2087,0,0,1,3178,86,3264
2088,9,9,1,3178,86,3264
2089,9,9,1,3178,86,3264
2090,4,4,1,3178,86,3264
2091,7,7,1,3178,86,3264
2092,2,2,1,3178,86,3264
2093,8,1,0,3178,86,3264
2094,4,4,1,3178,86,3264
2095,7,7,1,3178,86,3264
2096,0,0,1,3178,86,3264
2097,6,6,1,3178,86,3264
2098,2,0,0,3178,86,3264
2099,8,8,1,3178,86,3264
2100,5,5,1,3178,86,3264
2101,2,2,1,3178,86,3264
2102,8,8,1,3178,86,3264
2103,5,5,1,3178,86,3264
2104,7,7,1,3178,86,3264
2105,3,8,0,3178,86,3264
2106,0,0,1,3178,86,3264
2107,8,8,1,3178,86,3264
2108,2,2,1,3178,86,3264
2109,3,7,0,3178,86,3264
2110,2,2,1,3178,86,3264
2111,8,8,1,3178,86,3264
2112,2,2,1,3178,86,3264
2113,5,5,1,3178,86,3264
2114,5,5,1,3178,86,3264
2115,7,7,1,3178,86,3264
2116,6,6,1,3178,86,3264
2117,4,4,1,3178,86,3264
2118,6,5,0,3178,86,3264
2119,8,8,1,3178,86,3264
2120,4,4,1,3178,86,3264
2121,8,8,1,3178,86,3264
2122,2,2,1,3178,86,3264
2123,7,7,1,3178,86,3264
2124,4,4,1,3178,86,3264
2125,5,5,1,3178,86,3264
2126,2,2,1,3178,86,3264
2127,0,0,1,3178,86,3264
2128,3,3,1,3178,86,3264
2129,9,9,1,3178,86,3264
2130,4,9,0,3178,86,3264
2131,6,2,0,3178,86,3264
2132,7,7,1,3178,86,3264
2133,2,2,1,3178,86,3264
2134,5,5,1,3178,86,3264
2135,6,1,0,3178,86,3264
2136,1,1,1,3178,86,3264
2137,1,1,1,3178,86,3264
2138,2,2,1,3178,86,3264
2139,3,3,1,3178,86,3264
2140,6,6,1,3178,86,3264
2141,7,7,1,3178,86,3264
2142,8,8,1,3178,86,3264
2143,7,7,1,3178,86,3264
2144,6,6,1,3178,86,3264
2145,4,4,1,3178,86,3264
2146,8,8,1,3178,86,3264
2147,9,9,1,3178,86,3264
2148,4,4,1,3178,86,3264
2149,8,8,1,3178,86,3264
2150,6,6,1,3178,86,3264
2151,3,3,1,3178,86,3264
2152,8,8,1,3178,86,3264
2153,3,3,1,3178,86,3264
2154,1,1,1,3178,86,3264
2155,0,0,1,3178,86,3264
2156,6,6,1,3178,86,3264
2157,2,2,1,3178,86,3264
2158,2,2,1,3178,86,3264
2159,5,5,1,3178,86,3264
2160,6,6,1,3178,86,3264
2161,9,9,1,3178,86,3264
2162,5,5,1,3178,86,3264
2163,8,8,1,3178,86,3264
2164,1,1,1,3178,86,3264
2165,4,4,1,3178,86,3264
2166,1,1,1,3178,86,3264
2167,7,7,1,3178,86,3264
2168,8,8,1,3178,86,3264
2169,4,4,1,3178,86,3264
2170,6,6,1,3178,86,3264
2171,1,1,1,3178,86,3264
2172,8,8,1,3178,86,3264
2173,4,4,1,3178,86,3264
2174,3,3,1,3178,86,3264
2175,1,1,1,3178,86,3264
2176,2,2,1,3178,86,3264
2177,8,8,1,3178,86,3264
2178,0,0,1,3178,86,3264
2179,8,8,1,3178,86,3264
2180,5,5,1,3178,86,3264
2181,9,9,1,3178,86,3264
2182,1,2,0,3178,86,3264
2183,4,4,1,3178,86,3264
2184,2,2,1,3178,86,3264
2185,0,5,0,3178,86,3264
2186,2,3,0,3178,86,3264
2187,7,7,1,3178,86,3264
2188,0,0,1,3178,86,3264
2189,9,1,0,3178,86,3264
2190,0,0,1,3178,86,3264
2191,2,2,1,3178,86,3264
2192,5,5,1,3178,86,3264
2193,7,7,1,3178,86,3264
2194,6,6,1,3178,86,3264
2195,7,7,1,3178,86,3264
2196,9,9,1,3178,86,3264
2197,4,4,1,3178,86,3264
2198,2,2,1,3178,86,3264
2199,6,6,1,3178,86,3264
2200,2,2,1,3178,86,3264
2201,4,4,1,3178,86,3264
2202,4,4,1,3178,86,3264
2203,8,8,1,3178,86,3264
2204,0,0,1,3178,86,3264
2205,4,4,1,3178,86,3264
2206,4,4,1,3178,86,3264
2207,5,5,1,3178,86,3264
2208,8,8,1,3178,86,3264
2209,0,0,1,3178,86,3264
2210,6,6,1,3178,86,3264
2211,8,8,1,3178,86,3264
2212,9,9,1,3178,86,3264
2213,8,8,1,3178,86,3264
2214,5,5,1,3178,86,3264
2215,6,5,0,3178,86,3264
2216,9,9,1,3178,86,3264
2217,0,0,1,3178,86,3264
2218,4,4,1,3178,86,3264
2219,8,8,1,3178,86,3264
2220,7,7,1,3178,86,3264
2221,1,1,1,3178,86,3264
2222,3,3,1,3178,86,3264
2223,4,4,1,3178,86,3264
2224,5,8,0,3178,86,3264
2225,8,8,1,3178,86,3264
2226,0,0,1,3178,86,3264
2227,9,9,1,3178,86,3264
2228,1,1,1,3178,86,3264
2229,3,3,1,3178,86,3264
2230,3,3,1,3178,86,3264
2231,6,6,1,3178,86,3264
2232,9,9,1,3178,86,3264
2233,8,8,1,3178,86,3264
2234,7,7,1,3178,86,3264
2235,1,1,1,3178,86,3264
2236,0,0,1,3178,86,3264
2237,5,5,1,3178,86,3264
2238,7,7,1,3178,86,3264
2239,1,1,1,3178,86,3264
2240,7,7,1,3178,86,3264
2241,5,5,1,3178,86,3264
2242,2,2,1,3178,86,3264
2243,7,7,1,3178,86,3264
2244,9,9,1,3178,86,3264
2245,1,1,1,3178,86,3264
2246,8,8,1,3178,86,3264
2247,5,5,1,3178,86,3264
2248,2,2,1,3178,86,3264
2249,4,4,1,3178,86,3264
2250,9,9,1,3178,86,3264
2251,4,4,1,3178,86,3264
2252,7,7,1,3178,86,3264
2253,2,2,1,3178,86,3264
2254,2,2,1,3178,86,3264
2255,3,3,1,3178,86,3264
2256,4,4,1,3178,86,3264
2257,9,9,1,3178,86,3264
2258,1,1,1,3178,86,3264
2259,9,9,1,3178,86,3264
2260,2,2,1,3178,86,3264
2261,1,1,1,3178,86,3264
2262,7,7,1,3178,86,3264
2263,9,9,1,3178,86,3264
2264,4,4,1,3178,86,3264
2265,4,4,1,3178,86,3264
2266,1,6,0,3178,86,3264
2267,6,6,1,3178,86,3264
2268,7,7,1,3178,86,3264
2269,2,2,1,3178,86,3264
2270,7,7,1,3178,86,3264
2271,8,8,1,3178,86,3264
2272,8,0,0,3178,86,3264
2273,1,1,1,3178,86,3264
2274,9,9,1,3178,86,3264
2275,7,7,1,3178,86,3264
2276,1,1,1,3178,86,3264
2277,1,1,1,3178,86,3264
2278,7,7,1,3178,86,3264
2279,5,5,1,3178,86,3264
2280,3,3,1,3178,86,3264
2281,3,3,1,3178,86,3264
2282,5,5,1,3178,86,3264
2283,1,1,1,3178,86,3264
2284,3,3,1,3178,86,3264
2285,7,7,1,3178,86,3264
2286,6,6,1,3178,86,3264
2287,1,1,1,3178,86,3264
2288,3,3,1,3178,86,3264
2289,8,8,1,3178,86,3264
2290,7,7,1,3178,86,3264
2291,5,5,1,3178,86,3264
2292,9,9,1,3178,86,3264
2293,9,6,0,3178,86,3264
2294,0,0,1,3178,86,3264
2295,0,0,1,3178,86,3264
2296,2,2,1,3178,86,3264
2297,8,8,1,3178,86,3264
2298,8,8,1,3178,86,3264
2299,2,7,0,3178,86,3264
2300,3,3,1,3178,86,3264
2301,7,7,1,3178,86,3264
2302,1,1,1,3178,86,3264
2303,3,3,1,3178,86,3264
2304,0,0,1,3178,86,3264
2305,3,3,1,3178,86,3264
2306,4,4,1,3178,86,3264
2307,4,4,1,3178,86,3264
2308,3,3,1,3178,86,3264
2309,8,8,1,3178,86,3264
2310,9,9,1,3178,86,3264
2311,2,2,1,3178,86,3264
2312,3,3,1,3178,86,3264
2313,9,9,1,3178,86,3264
2314,7,7,1,3178,86,3264
2315,1,1,1,3178,86,3264
2316,1,1,1,3178,86,3264
2317,7,7,1,3178,86,3264
2318,0,0,1,3178,86,3264
2319,4,4,1,3178,86,3264
2320,9,9,1,3178,86,3264
2321,6,6,1,3178,86,3264
2322,5,5,1,3178,86,3264
2323,9,9,1,3178,86,3264
2324,1,1,1,3178,86,3264
2325,7,2,0,3178,86,3264
2326,0,0,1,3178,86,3264
2327,2,2,1,3178,86,3264
2328,0,0,1,3178,86,3264
2329,0,0,1,3178,86,3264
2330,4,4,1,3178,86,3264
2331,6,6,1,3178,86,3264
2332,7,7,1,3178,86,3264
2333,0,0,1,3178,86,3264
2334,7,7,1,3178,86,3264
2335,1,1,1,3178,86,3264
2336,4,4,1,3178,86,3264
2337,6,6,1,3178,86,3264
2338,4,4,1,3178,86,3264
2339,5,5,1,3178,86,3264
2340,4,4,1,3178,86,3264
2341,9,9,1,3178,86,3264
2342,9,9,1,3178,86,3264
2343,1,1,1,3178,86,3264
2344,7,7,1,3178,86,3264
2345,9,9,1,3178,86,3264
2346,5,5,1,3178,86,3264
2347,3,3,1,3178,86,3264
2348,3,3,1,3178,86,3264
2349,8,8,1,3178,86,3264
2350,2,2,1,3178,86,3264
2351,3,3,1,3178,86,3264
2352,6,6,1,3178,86,3264
2353,2,2,1,3178,86,3264
2354,2,2,1,3178,86,3264
2355,1,1,1,3178,86,3264
2356,1,1,1,3178,86,3264
2357,1,1,1,3178,86,3264
2358,1,1,1,3178,86,3264
2359,1,1,1,3178,86,3264
2360,6,6,1,3178,86,3264
2361,9,9,1,3178,86,3264
2362,8,8,1,3178,86,3264
2363,4,4,1,3178,86,3264
2364,3,3,1,3178,86,3264
2365,7,7,1,3178,86,3264
2366,1,1,1,3178,86,3264
2367,6,6,1,3178,86,3264
2368,4,4,1,3178,86,3264
2369,5,8,0,3178,86,3264
2370,0,0,1,3178,86,3264
2371,4,4,1,3178,86,3264
2372,7,7,1,3178,86,3264
2373,4,4,1,3178,86,3264
2374,2,2,1,3178,86,3264
2375,4,4,1,3178,86,3264
2376,0,0,1,3178,86,3264
2377,7,7,1,3178,86,3264
2378,0,0,1,3178,86,3264
2379,1,1,1,3178,86,3264
2380,9,9,1,3178,86,3264
2381,8,8,1,3178,86,3264
2382,8,8,1,3178,86,3264
2383,6,6,1,3178,86,3264
2384,0,0,1,3178,86,3264
2385,0,0,1,3178,86,3264
2386,4,4,1,3178,86,3264
2387,9,1,0,3178,86,3264
2388,6,6,1,3178,86,3264
2389,8,8,1,3178,86,3264
2390,2,2,1,3178,86,3264
2391,2,2,1,3178,86,3264
2392,3,3,1,3178,86,3264
2393,8,8,1,3178,86,3264
2394,4,4,1,3178,86,3264
2395,8,8,1,3178,86,3264
2396,2,2,1,3178,86,3264
2397,2,2,1,3178,86,3264
2398,1,1,1,3178,86,3264
2399,7,7,1,3178,86,3264
2400,5,5,1,3178,86,3264
2401,4,4,1,3178,86,3264
2402,4,4,1,3178,86,3264
2403,0,0,1,3178,86,3264
2404,4,4,1,3178,86,3264
2405,3,3,1,3178,86,3264
2406,9,1,0,3178,86,3264
2407,7,7,1,3178,86,3264
2408,3,3,1,3178,86,3264
2409,1,1,1,3178,86,3264
2410,0,0,1,3178,86,3264
2411,1,1,1,3178,86,3264
2412,2,2,1,3178,86,3264
2413,5,5,1,3178,86,3264
2414,9,9,1,3178,86,3264
2415,2,2,1,3178,86,3264
2416,1,1,1,3178,86,3264
2417,0,0,1,3178,86,3264
2418,1,1,1,3178,86,3264
2419,8,8,1,3178,86,3264
2420,9,9,1,3178,86,3264
2421,1,1,1,3178,86,3264
2422,6,4,0,3178,86,3264
2423,8,8,1,3178,86,3264
2424,3,3,1,3178,86,3264
2425,8,8,1,3178,86,3264
2426,9,9,1,3178,86,3264
2427,3,3,1,3178,86,3264
2428,6,6,1,3178,86,3264
2429,2,2,1,3178,86,3264
2430,8,8,1,3178,86,3264
2431,3,3,1,3178,86,3264
2432,2,2,1,3178,86,3264
2433,2,1,0,3178,86,3264
2434,1,1,1,3178,86,3264
2435,0,0,1,3178,86,3264
2436,4,4,1,3178,86,3264
2437,2,2,1,3178,86,3264
2438,9,9,1,3178,86,3264
2439,2,2,1,3178,86,3264
2440,4,4,1,3178,86,3264
2441,3,3,1,3178,86,3264
2442,7,7,1,3178,86,3264
2443,9,9,1,3178,86,3264
2444,1,1,1,3178,86,3264
2445,5,5,1,3178,86,3264
2446,2,2,1,3178,86,3264
2447,4,4,1,3178,86,3264
2448,9,9,1,3178,86,3264
2449,0,0,1,3178,86,3264
2450,3,3,1,3178,86,3264
2451,8,8,1,3178,86,3264
2452,5,5,1,3178,86,3264
2453,3,3,1,3178,86,3264
2454,6,6,1,3178,86,3264
2455,0,0,1,3178,86,3264
2456,9,9,1,3178,86,3264
2457,4,4,1,3178,86,3264
2458,6,6,1,3178,86,3264
2459,2,2,1,3178,86,3264
2460,5,5,1,3178,86,3264
2461,0,0,1,3178,86,3264
2462,2,8,0,3178,86,3264
2463,7,7,1,3178,86,3264
2464,4,4,1,3178,86,3264
2465,6,6,1,3178,86,3264
2466,6,6,1,3178,86,3264
2467,8,8,1,3178,86,3264
2468,6,6,1,3178,86,3264
2469,6,6,1,3178,86,3264
2470,8,8,1,3178,86,3264
2471,6,6,1,3178,86,3264
2472,9,9,1,3178,86,3264
2473,1,1,1,3178,86,3264
2474,7,7,1,3178,86,3264
2475,2,2,1,3178,86,3264
2476,5,5,1,3178,86,3264
2477,9,9,1,3178,86,3264
2478,9,9,1,3178,86,3264
2479,0,0,1,3178,86,3264
2480,7,7,1,3178,86,3264
2481,2,2,1,3178,86,3264
2482,7,7,1,3178,86,3264
2483,6,6,1,3178,86,3264
2484,7,7,1,3178,86,3264
2485,0,0,1,3178,86,3264
2486,6,6,1,3178,86,3264
2487,5,5,1,3178,86,3264
2488,2,6,0,3178,86,3264
2489,4,4,1,3178,86,3264
2490,7,7,1,3178,86,3264
2491,2,2,1,3178,86,3264
2492,0,0,1,3178,86,3264
2493,9,9,1,3178,86,3264
2494,9,9,1,3178,86,3264
2495,2,2,1,3178,86,3264
2496,2,2,1,3178,86,3264
2497,9,9,1,3178,86,3264
2498,4,4,1,3178,86,3264
2499,4,4,1,3178,86,3264
2500,2,2,1,3178,86,3264
2501,3,3,1,3178,86,3264
2502,3,3,1,3178,86,3264
2503,2,2,1,3178,86,3264
2504,1,1,1,3178,86,3264
2505,7,7,1,3178,86,3264
2506,0,0,1,3178,86,3264
2507,7,7,1,3178,86,3264
2508,6,6,1,3178,86,3264
2509,4,4,1,3178,86,3264
2510,1,1,1,3178,86,3264
2511,3,3,1,3178,86,3264
2512,8,8,1,3178,86,3264
2513,7,7,1,3178,86,3264
2514,4,4,1,3178,86,3264
2515,5,5,1,3178,86,3264
2516,9,9,1,3178,86,3264
2517,2,2,1,3178,86,3264
2518,5,5,1,3178,86,3264
2519,1,1,1,3178,86,3264
2520,8,8,1,3178,86,3264
2521,7,7,1,3178,86,3264
2522,3,3,1,3178,86,3264
2523,7,7,1,3178,86,3264
2524,1,1,1,3178,86,3264
2525,5,5,1,3178,86,3264
2526,5,5,1,3178,86,3264
2527,0,0,1,3178,86,3264
2528,9,9,1,3178,86,3264
2529,1,1,1,3178,86,3264
2530,4,4,1,3178,86,3264
2531,0,0,1,3178,86,3264
2532,6,6,1,3178,86,3264
2533,3,3,1,3178,86,3264
2534,3,3,1,3178,86,3264
2535,6,6,1,3178,86,3264
2536,0,0,1,3178,86,3264
2537,4,4,1,3178,86,3264
2538,9,9,1,3178,86,3264
2539,7,7,1,3178,86,3264
2540,5,5,1,3178,86,3264
2541,1,1,1,3178,86,3264
2542,6,6,1,3178,86,3264
2543,8,8,1,3178,86,3264
2544,9,9,1,3178,86,3264
2545,5,5,1,3178,86,3264
2546,5,5,1,3178,86,3264
2547,7,7,1,3178,86,3264
2548,9,9,1,3178,86,3264
2549,3,3,1,3178,86,3264
2550,8,8,1,3178,86,3264
2551,3,3,1,3178,86,3264
2552,8,8,1,3178,86,3264
2553,1,1,1,3178,86,3264
2554,5,5,1,3178,86,3264
2555,3,3,1,3178,86,3264
2556,5,5,1,3178,86,3264
2557,0,0,1,3178,86,3264
2558,5,5,1,3178,86,3264
2559,5,5,1,3178,86,3264
2560,3,3,1,3178,86,3264
2561,8,8,1,3178,86,3264
2562,6,6,1,3178,86,3264
2563,7,7,1,3178,86,3264
2564,7,7,1,3178,86,3264
2565,7,7,1,3178,86,3264
2566,3,3,1,3178,86,3264
2567,7,7,1,3178,86,3264
2568,0,0,1,3178,86,3264
2569,5,5,1,3178,86,3264
2570,9,9,1,3178,86,3264
2571,0,0,1,3178,86,3264
2572,2,2,1,3178,86,3264
2573,5,5,1,3178,86,3264
2574,5,5,1,3178,86,3264
2575,3,3,1,3178,86,3264
2576,1,1,1,3178,86,3264
2577,7,7,1,3178,86,3264
2578,7,7,1,3178,86,3264
2579,8,8,1,3178,86,3264
2580,6,6,1,3178,86,3264
2581,5,5,1,3178,86,3264
2582,9,9,1,3178,86,3264
2583,3,3,1,3178,86,3264
2584,8,8,1,3178,86,3264
2585,9,9,1,3178,86,3264
2586,5,5,1,3178,86,3264
2587,3,3,1,3178,86,3264
2588,7,7,1,3178,86,3264
2589,9,9,1,3178,86,3264
2590,1,1,1,3178,86,3264
2591,7,7,1,3178,86,3264
2592,0,0,1,3178,86,3264
2593,0,0,1,3178,86,3264
2594,3,3,1,3178,86,3264
2595,7,7,1,3178,86,3264
2596,2,2,1,3178,86,3264
2597,5,5,1,3178,86,3264
2598,8,8,1,3178,86,3264
2599,1,1,1,3178,86,3264
2600,8,8,1,3178,86,3264
2601,6,6,1,3178,86,3264
2602,2,2,1,3178,86,3264
2603,9,9,1,3178,86,3264
2604,5,5,1,3178,86,3264
2605,7,7,1,3178,86,3264
2606,5,5,1,3178,86,3264
2607,7,3,0,3178,86,3264
2608,8,8,1,3178,86,3264
2609,6,6,1,3178,86,3264
2610,2,8,0,3178,86,3264
2611,5,5,1,3178,86,3264
2612,1,1,1,3178,86,3264
2613,4,4,1,3178,86,3264
2614,8,8,1,3178,86,3264
2615,4,4,1,3178,86,3264
2616,5,5,1,3178,86,3264
2617,8,8,1,3178,86,3264
2618,3,3,1,3178,86,3264
2619,0,0,1,3178,86,3264
2620,6,6,1,3178,86,3264
2621,2,2,1,3178,86,3264
2622,7,7,1,3178,86,3264
2623,3,3,1,3178,86,3264
2624,3,3,1,3178,86,3264
2625,2,2,1,3178,86,3264
2626,1,1,1,3178,86,3264
2627,0,0,1,3178,86,3264
2628,7,7,1,3178,86,3264
2629,3,3,1,3178,86,3264
2630,4,4,1,3178,86,3264
2631,0,0,1,3178,86,3264
2632,3,3,1,3178,86,3264
2633,9,9,1,3178,86,3264
2634,3,3,1,3178,86,3264
2635,2,7,0,3178,86,3264
2636,8,8,1,3178,86,3264
2637,9,9,1,3178,86,3264
2638,0,0,1,3178,86,3264
2639,3,3,1,3178,86,3264
2640,8,8,1,3178,86,3264
2641,0,0,1,3178,86,3264
2642,7,7,1,3178,86,3264
2643,6,6,1,3178,86,3264
2644,5,5,1,3178,86,3264
2645,4,4,1,3178,86,3264
2646,7,7,1,3178,86,3264
2647,3,3,1,3178,86,3264
2648,9,0,0,3178,86,3264
2649,0,0,1,3178,86,3264
2650,8,8,1,3178,86,3264
2651,6,6,1,3178,86,3264
2652,2,2,1,3178,86,3264
2653,5,5,1,3178,86,3264
2654,6,1,0,3178,86,3264
2655,1,1,1,3178,86,3264
2656,0,0,1,3178,86,3264
2657,0,0,1,3178,86,3264
2658,4,4,1,3178,86,3264
2659,4,4,1,3178,86,3264
2660,0,0,1,3178,86,3264
2661,1,1,1,3178,86,3264
2662,2,2,1,3178,86,3264
2663,3,3,1,3178,86,3264
2664,2,2,1,3178,86,3264
2665,7,7,1,3178,86,3264
2666,7,7,1,3178,86,3264
2667,8,8,1,3178,86,3264
2668,5,5,1,3178,86,3264
2669,2,2,1,3178,86,3264
2670,5,5,1,3178,86,3264
2671,7,7,1,3178,86,3264
2672,6,6,1,3178,86,3264
2673,9,9,1,3178,86,3264
2674,1,1,1,3178,86,3264
2675,4,4,1,3178,86,3264
2676,1,1,1,3178,86,3264
2677,6,6,1,3178,86,3264
2678,4,4,1,3178,86,3264
2679,2,2,1,3178,86,3264
2680,4,4,1,3178,86,3264
2681,3,3,1,3178,86,3264
2682,5,5,1,3178,86,3264
2683,4,4,1,3178,86,3264
2684,3,3,1,3178,86,3264
2685,9,9,1,3178,86,3264
2686,5,5,1,3178,86,3264
2687,0,0,1,3178,86,3264
2688,1,1,1,3178,86,3264
2689,5,5,1,3178,86,3264
2690,3,3,1,3178,86,3264
2691,8,8,1,3178,86,3264
2692,9,9,1,3178,86,3264
2693,1,1,1,3178,86,3264
2694,9,9,1,3178,86,3264
2695,7,7,1,3178,86,3264
2696,9,9,1,3178,86,3264
2697,5,5,1,3178,86,3264
2698,5,5,1,3178,86,3264
2699,2,2,1,3178,86,3264
2700,7,7,1,3178,86,3264
2701,4,4,1,3178,86,3264
2702,6,6,1,3178,86,3264
2703,0,0,1,3178,86,3264
2704,1,1,1,3178,86,3264
2705,1,1,1,3178,86,3264
2706,1,1,1,3178,86,3264
2707,0,0,1,3178,86,3264
2708,4,4,1,3178,86,3264
2709,4,4,1,3178,86,3264
2710,7,7,1,3178,86,3264
2711,6,6,1,3178,86,3264
2712,3,3,1,3178,86,3264
2713,0,8,0,3178,86,3264
2714,0,0,1,3178,86,3264
2715,4,4,1,3178,86,3264
2716,3,3,1,3178,86,3264
2717,0,0,1,3178,86,3264
2718,6,6,1,3178,86,3264
2719,1,1,1,3178,86,3264
2720,9,4,0,3178,86,3264
2721,6,6,1,3178,86,3264
2722,1,1,1,3178,86,3264
2723,3,3,1,3178,86,3264
2724,8,8,1,3178,86,3264
2725,1,1,1,3178,86,3264
2726,2,2,1,3178,86,3264
2727,5,5,1,3178,86,3264
2728,6,6,1,3178,86,3264
2729,2,2,1,3178,86,3264
2730,7,7,1,3178,86,3264
2731,3,5,0,3178,86,3264
2732,6,6,1,3178,86,3264
2733,0,0,1,3178,86,3264
2734,1,1,1,3178,86,3264
2735,9,9,1,3178,86,3264
2736,7,7,1,3178,86,3264
2737,6,6,1,3178,86,3264
2738,6,6,1,3178,86,3264
2739,8,8,1,3178,86,3264
2740,9,9,1,3178,86,3264
2741,2,2,1,3178,86,3264
2742,9,9,1,3178,86,3264
2743,5,5,1,3178,86,3264
2744,8,8,1,3178,86,3264
2745,3,3,1,3178,86,3264
2746,1,1,1,3178,86,3264
2747,0,0,1,3178,86,3264
2748,0,0,1,3178,86,3264
2749,7,7,1,3178,86,3264
2750,6,6,1,3178,86,3264
2751,6,6,1,3178,86,3264
2752,2,2,1,3178,86,3264
2753,1,1,1,3178,86,3264
2754,6,6,1,3178,86,3264
2755,9,9,1,3178,86,3264
2756,3,3,1,3178,86,3264
2757,1,1,1,3178,86,3264
2758,8,8,1,3178,86,3264
2759,6,6,1,3178,86,3264
2760,9,4,0,3178,86,3264
2761,0,0,1,3178,86,3264
2762,6,6,1,3178,86,3264
2763,0,0,1,3178,86,3264
2764,0,0,1,3178,86,3264
2765,0,0,1,3178,86,3264
2766,6,6,1,3178,86,3264
2767,3,3,1,3178,86,3264
2768,5,5,1,3178,86,3264
2769,9,9,1,3178,86,3264
2770,3,3,1,3178,86,3264
2771,4,9,0,3178,86,3264
2772,5,5,1,3178,86,3264
2773,5,5,1,3178,86,3264
2774,8,8,1,3178,86,3264
2775,5,5,1,3178,86,3264
2776,3,3,1,3178,86,3264
2777,0,0,1,3178,86,3264
2778,4,4,1,3178,86,3264
2779,0,0,1,3178,86,3264
2780,2,2,1,3178,86,3264
2781,9,9,1,3178,86,3264
2782,6,6,1,3178,86,3264
2783,8,8,1,3178,86,3264
2784,2,2,1,3178,86,3264
2785,3,3,1,3178,86,3264
2786,1,1,1,3178,86,3264
2787,2,2,1,3178,86,3264
2788,1,1,1,3178,86,3264
2789,1,1,1,3178,86,3264
2790,5,5,1,3178,86,3264
2791,6,6,1,3178,86,3264
2792,9,9,1,3178,86,3264
2793,8,8,1,3178,86,3264
2794,0,0,1,3178,86,3264
2795,6,6,1,3178,86,3264
2796,6,6,1,3178,86,3264
2797,5,5,1,3178,86,3264
2798,5,5,1,3178,86,3264
2799,3,3,1,3178,86,3264
2800,8,8,1,3178,86,3264
2801,6,6,1,3178,86,3264
2802,2,2,1,3178,86,3264
2803,1,1,1,3178,86,3264
2804,4,4,1,3178,86,3264
2805,5,5,1,3178,86,3264
2806,4,4,1,3178,86,3264
2807,3,3,1,3178,86,3264
2808,7,7,1,3178,86,3264
2809,8,8,1,3178,86,3264
2810,5,5,1,3178,86,3264
2811,0,0,1,3178,86,3264
2812,9,9,1,3178,86,3264
2813,3,3,1,3178,86,3264
2814,5,5,1,3178,86,3264
2815,1,1,1,3178,86,3264
2816,1,1,1,3178,86,3264
2817,0,0,1,3178,86,3264
2818,4,4,1,3178,86,3264
2819,4,4,1,3178,86,3264
2820,7,7,1,3178,86,3264
2821,0,0,1,3178,86,3264
2822,1,1,1,3178,86,3264
2823,7,7,1,3178,86,3264
2824,0,0,1,3178,86,3264
2825,1,1,1,3178,86,3264
2826,6,6,1,3178,86,3264
2827,1,1,1,3178,86,3264
2828,4,4,1,3178,86,3264
2829,5,5,1,3178,86,3264
2830,6,6,1,3178,86,3264
2831,6,6,1,3178,86,3264
2832,5,5,1,3178,86,3264
2833,7,7,1,3178,86,3264
2834,8,8,1,3178,86,3264
2835,4,4,1,3178,86,3264
2836,4,7,0,3178,86,3264
2837,7,7,1,3178,86,3264
2838,2,2,1,3178,86,3264
2839,5,5,1,3178,86,3264
2840,3,3,1,3178,86,3264
2841,7,7,1,3178,86,3264
2842,0,0,1,3178,86,3264
2843,7,7,1,3178,86,3264
2844,7,7,1,3178,86,3264
2845,9,9,1,3178,86,3264
2846,6,6,1,3178,86,3264
2847,4,4,1,3178,86,3264
2848,2,2,1,3178,86,3264
2849,8,8,1,3178,86,3264
2850,5,5,1,3178,86,3264
2851,7,7,1,3178,86,3264
2852,8,8,1,3178,86,3264
2853,3,3,1,3178,86,3264
2854,9,9,1,3178,86,3264
2855,5,5,1,3178,86,3264
2856,8,8,1,3178,86,3264
2857,9,9,1,3178,86,3264
2858,9,9,1,3178,86,3264
2859,8,8,1,3178,86,3264
2860,6,6,1,3178,86,3264
2861,2,2,1,3178,86,3264
2862,8,8,1,3178,86,3264
2863,9,4,0,3178,86,3264
2864,2,2,1,3178,86,3264
2865,3,3,1,3178,86,3264
2866,6,4,0,3178,86,3264
2867,1,1,1,3178,86,3264
2868,1,1,1,3178,86,3264
2869,8,8,1,3178,86,3264
2870,9,9,1,3178,86,3264
2871,3,3,1,3178,86,3264
2872,4,4,1,3178,86,3264
2873,0,0,1,3178,86,3264
2874,7,7,1,3178,86,3264
2875,9,9,1,3178,86,3264
2876,6,6,1,3178,86,3264
2877,4,4,1,3178,86,3264
2878,1,1,1,3178,86,3264
2879,4,4,1,3178,86,3264
2880,1,1,1,3178,86,3264
2881,3,3,1,3178,86,3264
2882,4,4,1,3178,86,3264
2883,9,9,1,3178,86,3264
2884,3,3,1,3178,86,3264
2885,1,1,1,3178,86,3264
2886,4,4,1,3178,86,3264
2887,7,7,1,3178,86,3264
2888,7,7,1,3178,86,3264
2889,4,4,1,3178,86,3264
2890,7,7,1,3178,86,3264
2891,2,2,1,3178,86,3264
2892,9,9,1,3178,86,3264
2893,3,3,1,3178,86,3264
2894,0,0,1,3178,86,3264
2895,8,8,1,3178,86,3264
2896,8,0,0,3178,86,3264
2897,8,8,1,3178,86,3264
2898,4,4,1,3178,86,3264
2899,0,0,1,3178,86,3264
2900,4,4,1,3178,86,3264
2901,4,4,1,3178,86,3264
2902,1,1,1,3178,86,3264
2903,5,5,1,3178,86,3264
